,Feeding,,,Lying,,,Standing,,,Lying down,,,Standing up,,,Normal walking,,,Active walking,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.1,0.1,0.3,,,,,,
680,,,,0,0.5,-0.5,,,,,,,,,,0.6,0.1,-1.1,,,,,,
,,,,0,0.5,-0.5,,,,,,,,,,-0.1,-0.3,0.6,,,,,,
,,,,0,0.5,-0.5,,,,,,,,,,0.1,0.8,-0.5,,,,,,
,,,,0,0.5,-0.5,,,,,,,,,,-0.6,0.2,0.1,,,,,,
,,,,0,0.5,-0.5,,,,,,,,,,-0.3,0.3,-0.4,,,,,,
,,,,0,0.5,-0.5,,,,,,,,,,-0.5,0.5,-0.5,,,,,,
681,,,,0,0.5,-0.5,,,,,,,,,,0.4,0.1,0.3,,,,,,
,,,,0,0.5,-0.5,,,,,,,,,,1.2,-0.4,0.2,,,,,,
,,,,0,0.5,-0.5,,,,,,,,,,0,-0.4,0,,,,,,
,,,,0,0.5,-0.5,,,,,,,,,,0,0.1,-0.4,,,,,,
,,,,0,0.5,-0.5,,,,,,,,,,-0.1,0.1,0.1,,,,,,
,,,,0,0.5,-0.5,,,,,,,,,,-0.5,-1,-0.3,,,,,,
682,,,,0,0.5,-0.5,,,,,,,,,,-0.1,0.4,0.1,,,,,,
,,,,0,0.5,-0.5,,,,,,,,,,0.3,0.3,-0.5,,,,,,
,,,,0,0.4,-0.5,,,,,,,,,,0.1,0.1,-0.7,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.8,0,0.8,,,,,,
,,,,-0.1,0.2,-0.6,,,,,,,,,,0.5,-0.1,0.7,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.6,-0.6,0.3,,,,,,
683,,,,-0.1,0.3,-0.6,,,,,,,,,,0.2,-0.2,-0.6,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.4,-0.2,0.8,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.5,0.1,-0.6,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.1,0.2,-0.7,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.3,-0.3,-0.4,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.5,0.3,0.3,,,,,,
684,,,,0,0.3,-0.6,,,,,,,,,,0.7,0,0.4,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,1,0.8,-0.3,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.3,0.5,0.1,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.3,0.3,0.8,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.6,1.1,-0.7,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.1,0.7,0,,,,,,
685,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.5,-0.1,-0.5,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.5,0.5,-0.5,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.5,0.2,0.2,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.7,0.3,-0.7,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.3,-0.5,-0.9,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.1,0.3,-0.4,,,,,,
686,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.7,0.1,0.5,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.1,-0.3,0.3,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.4,0.2,-0.8,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.2,0.3,0,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.1,0.2,0.6,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.5,-0.4,0.1,,,,,,
687,,,,0,0.3,-0.6,,,,,,,,,,0,-0.4,-0.3,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.2,-0.6,-0.6,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.1,-1,-0.1,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.3,0.3,-0.4,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.4,0,0,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.1,0,0.1,,,,,,
688,,,,0,0.3,-0.6,,,,,,,,,,-0.7,0.5,0,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.1,1.1,0.1,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.4,-0.2,0.2,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.6,0.4,-1,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.7,-0.5,-0.2,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.5,-0.9,-0.6,,,,,,
689,,,,0,0.3,-0.6,,,,,,,,,,0.1,-0.2,-0.6,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.2,0.1,-0.7,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.5,0.1,0.7,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.1,0.2,0.5,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.4,0.7,0.4,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.7,-0.2,0.2,,,,,,
690,,,,-0.1,0.3,-0.6,,,,,,,,,,0.7,-0.3,0,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.4,0.7,-0.4,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.2,-0.3,0.5,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.3,0.4,0,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.5,1,0.2,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.1,0.2,-0.4,,,,,,
691,,,,0,0.3,-0.6,,,,,,,,,,0.2,0.2,-0.2,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.1,0.7,0,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.4,0.4,0.2,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.6,0,0,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.6,-0.8,-0.1,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.2,-0.7,-0.7,,,,,,
692,,,,0,0.3,-0.6,,,,,,,,,,0.7,0,-0.5,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.2,0.6,-1,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-1.4,0.1,0,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.2,0.4,0.3,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.1,-0.5,-0.1,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.3,0.3,0,,,,,,
693,,,,0,0.3,-0.6,,,,,,,,,,-0.5,-0.1,-0.7,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.7,-0.7,-0.3,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.2,0.7,0.1,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.6,-0.7,0.1,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.5,0.5,-0.2,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.2,-0.1,0.6,,,,,,
694,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.1,-0.3,0.7,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.1,-0.1,-0.6,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.5,-0.3,-0.5,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.1,0.1,-0.6,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.2,0.5,-0.9,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.1,0.3,-0.3,,,,,,
695,,,,0,0.3,-0.6,,,,,,,,,,0.1,-0.1,-0.3,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.6,-0.4,0.2,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.4,-0.2,0.5,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.8,0.5,0,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.1,-0.7,1,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.3,-0.1,-0.4,,,,,,
696,,,,-0.1,0.3,-0.6,,,,,,,,,,0.4,0.6,0.5,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.1,0.5,0.1,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.2,0.3,-0.4,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.6,0.3,0.5,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.2,0.3,-0.1,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.7,-0.3,0.8,,,,,,
697,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.3,0.9,0.9,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.2,0.3,0,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.2,0.7,-0.1,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.4,0,-0.1,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0,-0.2,0.2,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.2,0,-0.1,,,,,,
698,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.3,0.5,0.5,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.3,-0.3,0.1,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.1,-0.9,0.3,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.5,0.1,-0.5,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.2,0.6,0.2,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.2,0.4,-0.9,,,,,,
699,,,,0,0.3,-0.6,,,,,,,,,,-0.5,1,0.4,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0,0.3,-0.5,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.6,0,-0.5,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.7,-0.1,0,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,1,0.2,0,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.8,-1.1,0,,,,,,
700,,,,0,0.3,-0.6,,,,,,,,,,-0.3,-0.2,-0.8,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.3,0.4,-0.6,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.5,-0.6,-0.2,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.5,0,0.1,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.2,0.4,0.4,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0,-0.3,-0.4,,,,,,
701,,,,-0.1,0.3,-0.6,,,,,,,,,,0,-0.6,0.9,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0,-0.4,0.1,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.4,-0.4,0,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.1,0.9,-0.2,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.2,-0.5,0.4,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.4,-0.3,-0.6,,,,,,
702,,,,-0.1,0.3,-0.6,,,,,,,,,,0.1,-0.8,0.9,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.6,-0.3,-0.2,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.3,0.1,-0.4,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0,0.4,-0.3,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.1,1,0.1,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.3,0,0.7,,,,,,
703,,,,0,0.3,-0.6,,,,,,,,,,-0.7,-0.2,-0.1,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.1,0.4,-1.4,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.4,0.4,0.1,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.2,1.2,0.6,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.3,0.2,-0.2,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.1,0.3,1.1,,,,,,
704,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.1,0.3,0.4,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.5,0.3,-0.4,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.8,0.7,-0.3,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.3,0.3,-0.1,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.1,0.5,-0.2,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.4,0.2,-0.4,,,,,,
705,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.7,0.9,0.1,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.4,0.8,0.6,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.6,0.3,0,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.1,-0.5,0.4,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.3,-0.9,0.5,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.4,-0.8,-0.6,,,,,,
706,,,,-0.1,0.3,-0.6,,,,,,,,,,0.8,0.1,-0.6,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.8,-0.1,-0.8,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.1,0.1,0.5,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.8,-1,-0.4,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.3,-0.3,0.1,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.1,-0.2,0.2,,,,,,
707,,,,0,0.3,-0.6,,,,,,,,,,0.1,-0.4,-0.2,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.1,-1,-0.4,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.1,-1,0.6,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.2,0.7,-0.6,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.6,-0.2,-0.2,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-1.2,0.7,0.8,,,,,,
708,,,,-0.1,0.3,-0.6,,,,,,,,,,0.9,-1.7,-0.7,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.6,-0.4,0.4,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.4,-1.7,0.3,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.5,0.2,1,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.3,-0.4,-1,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-1,0,-0.4,,,,,,
709,,,,0,0.3,-0.6,,,,,,,,,,0.3,0.5,-0.6,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.7,0.3,0.1,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.2,-1,-0.5,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.2,0.4,-0.3,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.8,-0.4,0.2,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.7,-0.6,-0.8,,,,,,
710,,,,0,0.3,-0.6,,,,,,,,,,-0.8,-0.2,-0.7,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.1,0.7,0.2,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,1,0.8,-0.9,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.2,-0.3,0.1,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.3,-0.2,0.7,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.7,-0.4,0,,,,,,
711,,,,-0.1,0.3,-0.6,,,,,,,,,,-0.4,0.3,-0.7,,,,,,
,,,,-0.1,0.3,-0.6,,,,,,,,,,0.4,0,-0.5,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.4,0.4,0,,,,,,
,,,,0,0.5,-0.5,,,,,,,,,,-0.7,-0.1,-0.4,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-1,-0.1,-0.4,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.3,0,-0.1,,,,,,
712,,,,0,0.4,-0.6,,,,,,,,,,0.8,-0.7,0.6,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.1,-0.1,-0.2,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.6,-0.9,0.1,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.1,-0.4,-0.1,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.2,-0.6,0.4,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.2,-0.9,-1.2,,,,,,
713,,,,0,0.4,-0.6,,,,,,,,,,-0.6,-0.3,-0.5,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.1,0.7,0.3,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.5,-0.2,0.6,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.3,-0.3,0.5,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.7,0.2,0,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.9,0.7,-0.1,,,,,,
714,,,,0,0.4,-0.6,,,,,,,,,,-0.6,-0.7,0.1,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.1,-0.5,0.5,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.5,-0.2,0.2,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.5,-0.1,-0.2,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.7,-0.2,-0.7,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.2,-0.3,0.7,,,,,,
715,,,,0,0.4,-0.6,,,,,,,,,,0.8,0.1,0.6,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.2,0.4,0.2,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.6,0.8,0.1,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.6,0.1,-0.3,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.5,-0.6,-0.5,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.3,-0.3,0.3,,,,,,
716,,,,0,0.4,-0.6,,,,,,,,,,-1.1,-0.2,-0.1,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.3,1.1,-0.9,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.7,-0.1,-0.1,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.2,0.5,0.2,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-1,-0.5,0.2,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0,0.1,0.2,,,,,,
717,,,,0,0.4,-0.6,,,,,,,,,,-0.2,0.4,0.4,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-1.5,0.4,-0.7,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.3,-0.5,0.7,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.2,-0.4,-0.3,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.2,0.3,0.3,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.6,0.2,0.3,,,,,,
718,,,,0,0.4,-0.6,,,,,,,,,,-0.2,-0.1,-0.3,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.5,0.6,0.3,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.5,-0.3,0.4,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.4,0,0.3,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.3,-0.4,0.1,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.1,0.3,0,,,,,,
719,,,,0,0.4,-0.6,,,,,,,,,,0.1,0.1,0.6,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.6,-0.5,0.8,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.3,-0.1,0.1,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.6,-0.3,-0.2,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.1,-0.2,-0.1,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.1,-0.4,-0.2,,,,,,
720,,,,0,0.4,-0.6,,,,,,,,,,-0.1,-0.2,-0.3,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,1,-0.4,-0.1,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.3,-0.2,-0.1,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.8,-0.6,-0.2,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.6,0.1,0,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.4,0,0.2,,,,,,
721,,,,0,0.4,-0.6,,,,,,,,,,-0.4,0.9,0.3,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.2,-0.4,0.7,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.7,-0.5,-0.3,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.4,0.5,0.3,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,1,-0.1,-0.7,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.8,-0.6,0.3,,,,,,
722,,,,0,0.4,-0.6,,,,,,,,,,-0.3,1,-0.1,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.1,-0.1,0,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.1,-0.8,0.4,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.7,-0.5,0.4,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.2,0.4,-0.1,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.4,-0.6,-0.9,,,,,,
723,,,,0,0.4,-0.6,,,,,,,,,,0.3,0.3,0,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.8,-0.1,0.3,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.4,0.3,0.4,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.2,-0.1,-0.2,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.2,-0.1,-0.3,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.4,0.1,-0.1,,,,,,
724,,,,0,0.4,-0.6,,,,,,,,,,0.5,0.5,-0.1,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.7,0.6,0.2,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.1,0,-0.4,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.6,0,0.6,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.5,0.1,-0.3,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.6,0.6,0.9,,,,,,
725,,,,0,0.4,-0.6,,,,,,,,,,0.1,0.7,-0.4,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0,1,0.6,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.5,-0.1,0.4,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.8,-0.6,0.2,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,0.7,0.2,-0.5,,,,,,
,,,,0,0.4,-0.6,,,,,,,,,,-0.2,0.3,0,,,,,,
726,,,,0,0.2,-0.6,,,,,,,,,,-0.5,0.8,-0.1,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,-0.5,0,-0.3,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0,-0.1,0.2,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.3,-0.4,-0.4,,,,,,
,,,,0,0.2,-0.7,,,,,,,,,,-0.1,-0.7,-0.5,,,,,,
,,,,0,0.3,-0.6,,,,,,,,,,0.6,0.5,0,,,,,,
727,,,,0,0.2,-0.6,,,,,,,,,,-0.3,-0.5,0,,,,,,
,,,,0,0.2,-0.6,,,,,,,,,,0.4,-0.6,-0.1,,,,,,
,,,,0,0.2,-0.6,,,,,,,,,,0.8,0,0.3,,,,,,
,,,,0,0.2,-0.7,,,,,,,,,,-0.1,-0.7,-0.2,,,,,,
,,,,0,0.2,-0.7,,,,,,,,,,-0.3,0.4,0,,,,,,
,,,,0,0.2,-0.6,,,,,,,,,,-0.1,-0.9,0.3,,,,,,
728,,,,0,0.2,-0.6,,,,,,,,,,0.1,0.4,0.6,,,,,,
,,,,0,0.2,-0.6,,,,,,,,,,-0.4,-0.2,0,,,,,,
,,,,0,0.2,-0.7,,,,,,,,,,0,1.1,-0.3,,,,,,
,,,,0,0.2,-0.6,,,,,,,,,,-0.2,-0.4,-0.1,,,,,,
,,,,0,0.2,-0.6,,,,,,,,,,-0.3,-0.3,-0.4,,,,,,
,,,,0,0.2,-0.6,,,,,,,,,,0.1,-0.5,1,,,,,,
729,,,,0,0.2,-0.6,,,,,,,,,,-0.5,-0.4,-0.2,,,,,,
,,,,0,0.2,-0.6,,,,,,,,,,-0.5,1.1,0.5,,,,,,
,,,,0,0.2,-0.6,,,,,,,,,,1.2,0.8,1.1,,,,,,
,,,,0,0.2,-0.6,,,,,,,,,,0.9,-0.3,-0.1,,,,,,
,,,,0,0.2,-0.7,,,,,,,,,,0.7,-0.2,0.1,,,,,,
,,,,0,0.2,-0.7,,,,,,,,,,0,1,0.1,,,,,,
730,,,,0,0.2,-0.7,,,,,,,,,,0.3,-0.8,0.4,,,,,,
,,,,0,0.2,-0.7,,,,,,,,,,-0.2,0,0,,,,,,
,,,,0,0.2,-0.7,,,,,,,,,,0.4,0,0.6,,,,,,
,,,,0,0.2,-0.6,,,,,,,,,,0.5,-0.7,-0.5,,,,,,
,,,,0,0.2,-0.7,,,,,,,,,,0.1,0,-0.3,,,,,,
,,,,0,0.2,-0.6,,,,,,,,,,-0.4,-0.3,-0.5,,,,,,
731,,,,0,0.2,-0.7,,,,,,,,,,0.6,-0.1,-0.1,,,,,,
,,,,0,0.2,-0.6,,,,,,,,,,-0.6,-0.5,0,,,,,,
,,,,0,0.2,-0.7,,,,,,,,,,-0.2,0.7,-0.1,,,,,,
,,,,0,0.2,-0.7,,,,,,,,,,-0.5,-0.5,0.7,,,,,,
,,,,0,0.2,-0.7,,,,,,,,,,0.2,1.4,0,,,,,,
,,,,0,0.2,-0.7,,,,,,,,,,0.1,0.7,0.1,,,,,,
732,,,,0,0.2,-0.6,,,,,,,,,,0.5,-0.6,-0.3,,,,,,
,,,,0,0.2,-0.6,,,,,,,,,,-0.2,-0.9,0,,,,,,
,,,,0,0.2,-0.7,,,,,,,,,,-0.1,0.2,0.2,,,,,,
,,,,0,0.2,-0.7,,,,,,,,,,0.1,-1,-0.1,,,,,,
,,,,0,0.2,-0.6,,,,,,,,,,-0.1,0.5,-0.5,,,,,,
